,hashtag,hashtag_class,true_segmentation
2474,около2588общеймассой,7,00001000100001000001
2475,урока,5,00001
2476,задержалиподозреваемую,6,0000000010000000000001
2477,обойдихин,5,000000001
2478,мчс5авиациямчсроссии,7,00110000001000000001
2479,дорожного2865правилам,6,000000001000100000001
2480,собственнойбезопасности3,6,000000000010000000000011
2481,великийпётр9811,6,000000100010001
2482,президентскогокадетского,6,000000000000010000000001
2483,подробнуюинформациючитайте5,7,000000001000000000100000011
2484,2509популярные,5,00010000000001
2485,геннадий,5,00000001
2486,морозом,5,0000001
2487,патрульный,5,0000000001
2488,работниковсвязи,6,000000000100001
2489,58расследованиеуголовноезавершено,7,010000000000001000000001000000001
2490,служебнойбоевойподготовки,7,0000000010000010000000001
2491,931наземного,5,001000000001
2492,управлениявойсками,6,000000000100000001
2493,органов9691сотрудникам,6,0000001000100000000001
2494,санлодки596подводной,7,00100001001000000001
2495,7голосование,5,100000000001
2496,международный65,5,000000000000101
2497,режим96переведеныповышенной,7,000010100000000010000000001
2498,лишениедеяние2свободы,7,000000100000110000001
2499,водителязадержали237,6,00000001000000001001
2500,паспорт,5,0000001
2501,памятискорби,6,000001000001
2502,совместныхучений,6,0000000001000001
2503,увд3538дознания,6,001000100000001
2504,альтернативныемаршрутыдвижения3597,7,0000000000000100000001000000010001
2505,евро4247,5,00010001
2506,аварийноспасательные29,6,0000000100000000000101
2507,декада778подписки,6,00000100100000001
2508,напомниливодителям,6,000000001000000001
2509,полкадпсгибдд,7,0000100100001
2510,последствиях3892,5,0000000000010001
2511,кабардино,5,000000001
2512,отдать,5,000001
2513,специальныхопераций,6,0000000000100000001
2514,визитомрабочим7,6,000000100000011
2515,пехотаморская9,6,00000100000011
2516,просит8,5,0000011
2517,новостиполициясми078,7,00000010000001001001
2518,0морской,5,10000001
2519,дальнем9224востоке,6,000000100010000001
2520,3забрать,5,10000001
2521,династии,5,00000001
2522,фотопроектпосвященныйподготовило9041,7,000000000100000000001000000000010001
2523,эльбрусскоекольцо,6,00000000001000001
2524,службымвд,6,000001001
2525,ежедневно050,5,000000001001
2526,адресполучателя,6,000010000000001
2527,штемпельспециальногогашения,7,000000010000000000010000001
2528,проституцией89занятия,6,000000000001010000001
2529,розыск45установление,6,00000101000000000001
2530,9индра,5,100001
2531,федеральной657службытаможенной,7,000000000010010000010000000001
2532,антинаркотическойнаправленности,6,0000000000000000100000000000001
2533,полицияновостиполицейские,7,0000001000000100000000001
2534,интереснознатьмарки,6,0000000000000100001
2535,писателя,5,00000001
2536,войну,5,00001
2537,протокол665административномправонарушении,7,00000001001000000000000000100000000000001
2538,вышламарка,6,0000100001
2539,4тушенияпожаровприродных,7,100000010000001000000001
2540,дел003войсквнутренних,7,001001000010000000001
2541,районам,5,0000001
2542,мостамэстакадам111,6,000001000000001001
2543,нусра,5,00001
2544,спасательного8858авиационно,6,000000000000100010000000001
2545,органами5государственной,6,000000011000000000000001
2546,деятельностиоргановвнутренних,7,00000000000100000010000000001
2547,встречапрограмме093руководством,7,0000001000000001001000000000001
2548,морской,5,0000001
2549,периодическихотправленийпечатных48,7,0000000000001000000000010000000101
2550,183содержащихпересылкарастений,7,001000000000100000000100000001
2551,новостипятеркабезопасности707полиция,7,000000100000000000000000010010000001
2552,1психологом,5,10000000001
2553,пятеркабезопасности,6,0000001000000000001
2554,хочется6,5,00000011
2555,юбилеемветерана,6,000000100000001
2556,аппаратов871летательных,6,00000000100100000000001
2557,генералроссиилейтенант2861,7,00000010000010000000010001
