,hashtag,hashtag_class,true_segmentation
1792,подозреваемых2732хищении,6,000000000000100010000001
1793,генеральныйдиректорфгуп,7,00000000001000000010001
1794,пополнитьколлекцию9572,6,0000000010000000010001
1795,414оборудованию,5,001000000000001
1796,38первенстве,5,010000000001
1797,66поддержать,5,010000000001
1798,3тематикефестивалявсероссийского,7,10000000100000000100000000000001
1799,4433административном,5,00010000000000000001
1800,утрохорошего81,6,00010000000101
1801,275желаемпонедельник,6,00100000100000000001
1802,гимсроссии3624мчс,7,00010000010001001
1803,большогокорабля6876противолодочного,7,00000001000000100010000000000000001
1804,мероприятийполицейские,6,0000000000100000000001
1805,полицииотделамвд,7,0000001000001001
1806,банковскиекарты04,6,00000000010000101
1807,управлениивнутренних,6,00000000010000000001
1808,юво5минобороны,6,00110000000001
1809,05находящегося,5,01000000000001
1810,главнокомандующийвооруженными2верховный,7,000000000000000010000000000011000000001
1811,праздничный513день,6,000000000010010001
1812,ввмурэвыпускниквуза,7,0000010000000010001
1813,цветасинего1,6,000010000011
1814,незаконнымоборотомнаркотиков,7,0000000001000000010000000001
1815,готовить46,5,0000000101
1816,каспийскойфлотилии,6,000000000100000001
1817,женщина265,5,0000001001
1818,0907поиске,5,0001000001
1819,вывода818,5,000001001
1820,2797материальной,5,0001000000000001
1821,космическихвойсквкс,7,0000000000100001001
1822,дальневосточные,5,000000000000001
1823,вниманиерозыск960,6,00000001000001001
1824,4728мобильных,5,0001000000001
1825,сказки,5,000001
1826,дняинтересно3кадр,7,00100000000110001
1827,движениеавтотранспорта,6,0000000100000000000001
1828,отделамвдмежмуниципального5,7,000001001000000000000000011
1829,отделением,5,0000000001
1830,дверейвстречи,6,0000010000001
1831,70обеспечениябезопасностимеры,7,01000000000010000000000010001
1832,6614восточном,5,0001000000001
1833,надводных,5,000000001
1834,правиладорожногодвижения,7,000000100000000100000001
1835,чрезвычайныйблогермчсмчсроссии,7,000000000000000001001000000001
1836,изъятое1867,5,00000010001
1837,военноговедомствароссии,7,00000001000000001000001
1838,федор,5,00001
1839,51психотропныелибовещества,7,01000000000001000100000001
1840,7848человечества,5,0001000000000001
1841,многихлет,6,000001001
1842,интересособый618,6,0000001000001001
1843,трогатьпредметыникакие14,7,000000100000001000000101
1844,кино7российского,6,0001100000000001
1845,круглосуточнымработырежимом8,7,0000000000000100000100000011
1846,приемосуществлятьсяграждан64,7,0000100000000000001000000101
1847,904поступать,5,001000000001
1848,5праздничный,5,100000000001
1849,литературе6558,5,00000000010001
1850,92мвдуниверситетпетровка,7,010010000000000100000001
1851,группывысшегопилотажа,7,000001000000100000001
1852,мвдмедалью713,6,0010000001001
1853,напитков,5,00000001
1854,953противодействияувдкоррупции,7,001000000000000001001000000001
1855,общественногообеспечению9528порядка,7,00000000000010000000000100010000001
1856,транспортнымцелисредством69,7,000000000001000100000000101
1857,отправку8,5,000000011
1858,15служат,5,01000001
1859,ходят63,5,0000101
1860,оказанияпомощимедицинской0123,7,00000001000001000000000010001
1861,новостивниманиерозыск,7,000000100000001000001
1862,полковникполициивиктор,7,0000000010000001000001
1863,7079профессиональноемастерство,6,000100000000000000010000000001
1864,1техникой,5,100000001
1865,боевыхзадач,6,00000100001
1866,столичныеполицейские42,6,0000000010000000000101
1867,ударные,5,0000001
1868,подполковниквнутреннейслужбы,7,0000000000010000000001000001
1869,доступен,5,00000001
1870,территориюроссии,6,0000000001000001
1871,свободный,5,000000001
