,hashtag,hashtag_class,true_segmentation
3611,91академиигражданской,6,010000000100000000001
3612,состоялосьторжественное,6,00000000010000000000001
3613,петровка933мвдвыходных,7,0000000100100100000001
3614,полицияветеран,6,00000010000001
3615,32коллективных,5,01000000000001
3616,движениеэстакадам5791,6,000000010000000010001
3617,2близкое,5,10000001
3618,размерерублей,6,0000001000001
3619,человеказемле,6,0000000100001
3620,управлениистоличнойполиции,7,00000000010000000010000001
3621,свободноеслужбывремя,7,00000000100000100001
3622,стрельбконтрольныхупражнения1494,7,00000010000000000100000000010001
3623,колокольцевфедерации98владимир,7,000000000010000000010100000001
3624,проделана,5,000000001
3625,жителямосковской,6,0000010000000001
3626,переходапроезжей240части,7,000000010000000100100001
3627,77отчетеженедельныйпубликует,7,0100001000000000001000000001
3628,оперативнойинформациисотрудники,7,0000000000100000000010000000001
3629,ручнойработы,6,000001000001
3630,361посвящённаямарка,6,0010000000000100001
3631,москвеизъяли,6,000001000001
3632,67товарнымивложениями,6,010000000010000000001
3633,оперативногополкаполиции,7,000000000001000010000001
3634,мвдпетровкагибдд,7,0010000000100001
3635,773основное,5,00100000001
3636,оборонногозаказа93государственного,7,0000000001000001010000000000000001
3637,приемапосылокцвпп,7,00000100000010001
3638,3мошенничествеподозрению,6,100000000000010000000001
3639,банка403почта,6,0000100100001
3640,дальнейвоеннотранспортной,7,0000001000001000000000001
3641,применять9784,5,0000000010001
3642,оперативный880,5,00000000001001
3643,вуза,5,0001
3644,откуда3,5,0000011
3645,продолжаемделиться,6,000000000100000001
3646,17письмоваше,6,010000010001
3647,заведений1высшихучебных,7,00000000110000010000001
3648,показательноевыступление,6,000000000000100000000001
3649,делпогибших,6,00100000001
3650,полковник459полиции,6,0000000010010000001
3651,нападение,5,000000001
3652,переходе,5,00000001
3653,программ0,5,000000011
3654,продолжаются,5,000000000001
3655,эпизодовпреступной7дополнительных,7,000000010000000001100000000000001
3656,свидетелей2,5,00000000011
3657,6весной,5,1000001
3658,жизньюсобственной7168,6,000001000000000010001
3659,даты,5,0001
3660,армии8генералу,6,00001100000001
3661,3предельновнимательными,6,10000000010000000000001
3662,персональныхданных,6,000000000001000001
3663,патрульной,5,0000000001
3664,предприятие3662,5,000000000010001
3665,южному,5,000001
3666,доставляли,5,0000000001
3667,попыталисьскрыться,6,000000000100000001
3668,продолжаютоказывать67,6,000000000100000000101
3669,33музеев,5,01000001
3670,завершился3574,5,00000000010001
3671,63переводов,5,01000000001
3672,силбелоруссиироссии7,7,00100000000010000011
3673,насчитывает,5,00000000001
3674,стало,5,00001
3675,электронныйадрес,6,0000000000100001
3676,выпускмолодыхспециалистов,7,0000010000001000000000001
3677,надзора,5,0000001
3678,активнуюгражданскуюпозицию,7,00000001000000000010000001
3679,автобусов,5,000000001
3680,церемониявручения155,6,00000000100000001001
3681,подозрениюразбойном6нападении,7,00000000010000000011000000001
3682,3481действиймошеннических,6,0001000000010000000000001
3683,сил574вооруженныхцентра,7,00100100000000001000001
3684,направления7,5,000000000011
3685,мошенничествесотрудники,6,00000000000010000000001
3686,адреса,5,000001
3687,202отдельногосотрудники,6,00100000000010000000001
3688,004случайныхчисел,6,00100000000100001
3689,3служебнымисобаками,6,1000000000100000001
3690,8регион,5,1000001
3691,наркотического1,5,000000000000011
3692,тихая,5,00001
3693,андрейпонорец,6,0000010000001
3694,вымогательстве630,5,00000000000001001
3695,воинские,5,00000001
